t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0922_MR_Axial_PD_T2_FSE__br_raw_20070430133736000_1_S31134_I52241.nii.gzConfidences: 20.79,  1.50, 77.71
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_0606_MR_Axial_PD_T2_FSE_-_48_slices__br_raw_20070131041348510_1_S25768_I37864.nii.gzConfidences: 10.25,  0.34, 89.41
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0285_MR_Axial_PD_T2_FSE__br_raw_20140724102859326_37_S225729_I436537.nii.gzConfidences: 19.58,  0.10, 80.32
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_0485_MR_Axial_PD_T2_FSE__br_raw_20061121094750482_1_S22731_I30209.nii.gzConfidences: 10.06,  0.24, 89.70
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_2304_MR_MPRAGE_br_raw_20140319135917488_149_S214348_I417140.nii.gzConfidences: 65.35, 32.73,  1.92
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_4585_MR_Axial_T2-FSE_with_Fat_Sat__br_raw_20130523111640004_34_S190395_I373654.nii.gzConfidences:  1.94, 96.75,  1.31
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_036_S_2378_MR_MPRAGE_br_raw_20120627105833534_65_S155642_I312949.nii.gzConfidences: 67.20, 31.38,  1.42
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_099_S_4480_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140320151711134_40_S214531_I417390.nii.gzConfidences:  8.57, 79.73, 11.70
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_020_S_4920_MR_MPRAGE_br_raw_20130425103701009_170_S187959_I368737.nii.gzConfidences: 63.21, 34.61,  2.18
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_013_S_2324_MR_MPRAGE_br_raw_20111018125913267_61_S125575_I261321.nii.gzConfidences: 92.82,  2.06,  5.12
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_016_S_1263_MR_MPRAGE_br_raw_20070301130540411_98_S27304_I42082.nii.gzConfidences: 82.88, 13.85,  3.27
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0753_MR_Axial_PD_T2_FSE__br_raw_20081008145553093_19_S57133_I119752.nii.gzConfidences:  1.11,  0.00, 98.89
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1164_MR_Axial_STRAIGHT_PD_T2_FSE_br_raw_20080108123522241_1_S44405_I86769.nii.gzConfidences: 12.66,  0.48, 86.86
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_037_S_0588_MR_FSE_PD_T2__br_raw_20150416101932564_7_S255798_I487091.nii.gzConfidences:  0.52,  0.00, 99.48
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4590_MR_MPRAGE_br_raw_20130325172747193_110_S185242_I364457.nii.gzConfidences: 88.36,  4.82,  6.83
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0429_MR_Axial_PD_T2_FSE__br_raw_20070619093112197_83_S33722_I57211.nii.gzConfidences: 15.66,  0.23, 84.11
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0669_MR_Axial_PD_T2_FSE__br_raw_20080219084409680_5_S45816_I90704.nii.gzConfidences:  0.72,  0.00, 99.28
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_4944_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140131132119697_8_S211676_I412257.nii.gzConfidences:  3.67, 90.10,  6.23
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_024_S_4169_MR_MPRAGE_br_raw_20110815120602493_165_S118604_I250377.nii.gzConfidences: 89.93,  8.12,  1.95
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_020_S_4920_MR_MPRAGE_br_raw_20121207145620168_2_S167565_I334258.nii.gzConfidences: 78.67, 18.54,  2.79
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_131_S_0691_MR_Axial_PD_T2_FSE__br_raw_20070212160530164_1_S26379_I39500.nii.gzConfidences: 38.66,  1.02, 60.32
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0429_MR_Axial_PD_T2_FSE__br_raw_20071218090250963_1_S43995_I85271.nii.gzConfidences: 15.57,  0.29, 84.14
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0443_MR_Axial_PD_T2_FSE__br_raw_20081107104513561_1_S58444_I125491.nii.gzConfidences:  1.02,  0.00, 98.98
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_020_S_1288_MR_MPRAGE_br_raw_20080321215719035_98_S47346_I99327.nii.gzConfidences: 71.25, 27.53,  1.22
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0671_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20150717120624951_35_S266504_I501927.nii.gzConfidences:  9.98, 83.25,  6.76
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0922_MR_Axial_PD_T2_FSE__br_raw_20080410153502558_1_S48607_I102169.nii.gzConfidences: 19.91,  0.16, 79.93
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0671_MR_Axial_PD_T2_FSE__br_raw_20120710085624999_55_S157055_I315600.nii.gzConfidences: 13.64,  1.01, 85.35
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0671_MR_Axial_PD_T2_FSE__br_raw_20070119145941059_1_S25299_I36831.nii.gzConfidences: 19.58,  1.97, 78.45
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0513_MR_Axial_PD_T2_FSE__br_raw_20070606103049227_1_S33068_I56076.nii.gzConfidences:  7.83,  0.04, 92.13
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_0507_MR_Axial_PD_T2_FSE__br_raw_20061213081836633_1_S23927_I32947.nii.gzConfidences:  4.73,  0.31, 94.96
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_098_S_0667_MR_Axial_PD_T2_FSE__br_raw_20070823164719234_1_S38226_I70082.nii.gzConfidences:  4.34,  0.03, 95.64
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_037_S_4028_MR_MPRAGE_br_raw_20111115145326551_45_S116844_I247840.nii.gzConfidences: 78.10, 19.25,  2.65
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_4649_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20140610112343956_21_S221828_I430317.nii.gzConfidences:  1.74, 96.65,  1.61
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0671_MR_Axial_PD_T2_FSE__br_raw_20091221135424659_17_S77448_I161306.nii.gzConfidences: 20.01,  2.51, 77.48
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_0606_MR_Axial_PD_T2_FSE__br_raw_20070101014359667_1_S25748_I37832.nii.gzConfidences:  2.90,  0.24, 96.86
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_131_S_0691_MR_Axial_PD_T2_FSE__br_raw_20070212160446322_1_S26380_I39501.nii.gzConfidences: 45.91,  0.56, 53.53
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0671_MR_Axial_PD_T2_FSE__br_raw_20060705094318968_1_S16060_I17847.nii.gzConfidences: 18.86,  2.01, 79.13
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_2245_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20160218145228543_42_S377795_I634545.nii.gzConfidences:  7.50, 81.77, 10.73
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0722_MR_Axial_PD_T2_FSE__br_raw_20060726153256443_1_S17296_I19708.nii.gzConfidences:  0.18,  0.00, 99.82
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_0919_MR_Axial_PD_T2_FSE__br_raw_20081106115326828_1_S58398_I125396.nii.gzConfidences:  6.46,  0.05, 93.49
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0273_MR_Axial_PD_T2_FSE__br_raw_20080402103841216_57_S47803_I100101.nii.gzConfidences:  0.34,  0.00, 99.66
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_1185_MR_MPRAGE_br_raw_20070104095346519_63_S24635_I35153.nii.gzConfidences: 91.97,  6.13,  1.90
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_037_S_0552_MR_FSE_PD_T2__br_raw_20080618091857225_1_S51790_I110027.nii.gzConfidences:  4.45,  0.03, 95.52
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_4891_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130219140150008_6_S182651_I360649.nii.gzConfidences: 11.56, 63.94, 24.50
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_016_S_1121_MR_MPRAGE_br_raw_20091217105049466_101_S77265_I161032.nii.gzConfidences: 87.74, 10.07,  2.19
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_006_S_0498_MR_Axial_PD_T2_FSE__br_raw_20060626130355546_1_S15855_I17503.nii.gzConfidences:  8.77,  0.19, 91.04
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_114_S_0410_MR_MPRAGE_br_raw_20060418104549908_98_S13289_I13595.nii.gzConfidences: 78.73, 16.58,  4.69
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_002_S_1155_MR_Axial_PD_T2_FSE__br_raw_20100107182818082_1_S78069_I162748.nii.gzConfidences:  5.59,  0.20, 94.21
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_068_S_4061_MR_MPRAGE_br_raw_20111228134812371_156_S134998_I274631.nii.gzConfidences: 58.52, 40.06,  1.42
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1402_MR_Axial__STRAIGHT__PD_T2_FSE_br_raw_20070511140208496_1_S32101_I54219.nii.gzConfidences:  3.12,  0.01, 96.88
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1402_MR_Axial_STRAIGHT_PD_T2_FSE_br_raw_20071112163243935_1_S42559_I81700.nii.gzConfidences:  2.96,  0.01, 97.04
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_4212_MR_MPRAGE_br_raw_20110906150423095_88_S121298_I254860.nii.gzConfidences: 66.59, 31.94,  1.48
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0231_MR_Axial_PD_T2_FSE__br_20060912161946951_29_S18784_I24175.nii.gzConfidences:  0.68,  0.00, 99.32
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0513_MR_Axial_PD_T2_FSE__br_raw_20060518142856047_1_S14672_I15621.nii.gzConfidences:  8.64,  0.07, 91.29
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_5266_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20150903145425911_36_S271535_I508769.nii.gzConfidences:  2.57, 95.87,  1.56
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_133_S_0727_MR_Axial_PD_T2_FSE__br_raw_20060907170950885_1_S18618_I23938.nii.gzConfidences: 10.98,  0.15, 88.87
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_099_S_0534_MR_MPRAGE_br_raw_20060504132029421_98_S14008_I14611.nii.gzConfidences: 93.33,  3.92,  2.75
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_137_S_4623_MR_MPRAGE_br_raw_20121112150401784_83_S174216_I346141.nii.gzConfidences: 69.06, 28.62,  2.33
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_123_S_2363_MR_MPRAGE_br_raw_20140501140843797_88_S217564_I423250.nii.gzConfidences: 84.64, 13.24,  2.12
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0922_MR_Axial_PD_T2_FSE__br_raw_20081015134211722_1_S57455_I121024.nii.gzConfidences: 15.00,  0.42, 84.58
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_4630_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20160601110335878_40_S453582_I722099.nii.gzConfidences:  6.02, 89.97,  4.00
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4042_MR_MPRAGE_br_raw_20120514143547527_155_S150297_I303441.nii.gzConfidences: 89.57,  4.09,  6.34
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_131_S_0319_MR_Axial_PD_T2_FSE__br_raw_20061020133715198_1_S20476_I26799.nii.gzConfidences: 16.97,  1.81, 81.21
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_007_S_0128_MR_Axial_PD_T2_FSE__br_raw_20060815202411132_9_S17901_I20614.nii.gzConfidences: 15.17,  0.92, 83.91
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_006_S_4960_MR_MPRAGE_br_raw_20151116142110440_87_S308849_I554367.nii.gzConfidences: 92.36,  0.69,  6.95
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_4310_MR_MPRAGE_br_raw_20121116121457901_52_S174810_I346957.nii.gzConfidences: 60.81, 36.88,  2.31
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_2233_MR_MPRAGE_br_raw_20140227162454527_50_S213460_I415615.nii.gzConfidences: 83.55,  9.05,  7.40
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_020_S_1288_MR_MPRAGE_br_raw_20070221225107593_50_S26890_I41244.nii.gzConfidences: 92.66,  1.95,  5.39
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_031_S_0351_MR_FSE_PD_T2__br_raw_20061103105449250_99_S21907_I28620.nii.gzConfidences:  0.72,  0.00, 99.28
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_011_S_0022_MR_MPRAGE_br_raw_20060606105324300_1_S15232_I16534.nii.gzConfidences: 87.42,  9.34,  3.25
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_1082_MR_Axial_PD_T2_FSE__br_raw_20071205092401182_1_S43333_I84143.nii.gzConfidences:  6.18,  0.19, 93.63
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_037_S_4028_MR_MPRAGE_br_raw_20120507155215224_174_S149311_I302020.nii.gzConfidences: 68.53, 29.61,  1.86
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_0606_MR_Axial_PD_T2_FSE_-_48_slices__br_raw_20070802094903402_95_S36747_I63906.nii.gzConfidences:  8.02,  0.25, 91.73
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_4210_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20150916102906629_7_S274607_I512392.nii.gzConfidences:  7.65, 84.46,  7.90
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_016_S_0769_MR_MPRAGE_br_raw_20070821133053748_98_S37941_I69413.nii.gzConfidences: 94.27,  2.96,  2.78
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_003_S_5130_MR_Axial_T2-FSE_WITH_Fat_Sat__br_raw_20170106124914435_41_S525411_I806655.nii.gzConfidences:  2.19, 96.30,  1.51
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_018_S_2133_MR_MPRAGE_br_raw_20101025161338150_15_S93680_I199195.nii.gzConfidences: 85.70,  6.60,  7.69
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_068_S_2187_MR_MPRAGE_br_raw_20121214120746696_101_S177672_I351554.nii.gzConfidences: 57.39, 41.32,  1.29
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_109_S_4455_MR_AXIAL_T2-FSE_WITH_FAT_SAT__br_raw_20150422154933230_37_S256264_I487824.nii.gzConfidences:  7.83, 79.93, 12.23
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_036_S_2378_MR_MPRAGE_br_raw_20110909132655736_91_S121636_I255341.nii.gzConfidences: 63.57, 35.29,  1.14
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4029_MR_MPRAGE_br_raw_20110428120258332_12_S105514_I229510.nii.gzConfidences: 86.19,  7.62,  6.19
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_073_S_4795_MR_MPRAGE_br_raw_20130404093946376_31_S185911_I365455.nii.gzConfidences: 69.83, 28.18,  1.99
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0671_MR_Axial_PD_T2_FSE__br_raw_20070704162918999_1_S34388_I58494.nii.gzConfidences: 19.81,  2.26, 77.93
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0994_MR_Axial_PD_T2_FSE__br_raw_20091201142716507_1_S76840_I159946.nii.gzConfidences:  4.11,  0.12, 95.76
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_032_S_0147_MR____________MPRAGE__br_raw_20070221181559616_1_S26882_I41233.nii.gzConfidences: 67.97, 30.96,  1.07
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_131_S_0691_MR_Axial_PD_T2_FSE__br_raw_20060726142436752_1_S17265_I19657.nii.gzConfidences: 42.77,  2.67, 54.56
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4042_MR_MPRAGE_br_raw_20130221141013704_141_S182868_I360940.nii.gzConfidences: 86.43,  0.67, 12.90
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0460_MR_Axial_PD_T2_FSE__br_raw_20060519112753212_1_S14724_I15710.nii.gzConfidences:  7.68,  0.20, 92.13
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_099_S_2146_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20141003143054818_41_S232606_I446021.nii.gzConfidences:  2.79, 95.07,  2.14
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_5093_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130913142334439_24_S200672_I389971.nii.gzConfidences: 11.35, 69.51, 19.14
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_4992_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20131111165616591_23_S205926_I397994.nii.gzConfidences: 14.87, 74.27, 10.86
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_002_S_1280_MR_Axial_PD_T2_FSE__br_raw_20070213212826831_1_S26451_I40081.nii.gzConfidences: 25.91,  0.22, 73.87
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_123_S_4127_MR_MPRAGE_br_raw_20120215152125698_5_S140907_I285019.nii.gzConfidences: 62.62, 35.26,  2.12
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_5132_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130425100049881_24_S187982_I368769.nii.gzConfidences:  6.65, 86.44,  6.91
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_123_S_4806_MR_MPRAGE_br_raw_20130115145151150_28_S180211_I355103.nii.gzConfidences: 51.22, 48.12,  0.66
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_5214_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130611143942641_16_S191977_I376027.nii.gzConfidences:  7.48, 84.91,  7.61
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_4514_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140224133310396_6_S213230_I415264.nii.gzConfidences:  4.46, 90.68,  4.86
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_031_S_0351_MR_FSE_PD_T2__br_raw_20080422114039161_1_S49088_I103447.nii.gzConfidences:  1.23,  0.02, 98.76
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_007_S_0128_MR_Axial_PD_T2_FSE__br_raw_20090212160915074_1_S62997_I135882.nii.gzConfidences: 17.96,  1.27, 80.76
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0366_MR_Axial_PD_T2_FSE__br_raw_20070626090514281_65_S33825_I57390.nii.gzConfidences:  3.91,  0.06, 96.02
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_5169_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130522175431618_38_S190354_I373598.nii.gzConfidences:  7.00, 78.66, 14.34
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_0621_MR_Axial_PD_T2_FSE__br_raw_20070109132800956_1_S24856_I35610.nii.gzConfidences: 10.16,  0.30, 89.54
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_051_S_1072_MR_MPRAGE_br_raw_20100318151610406_155_S81262_I168101.nii.gzConfidences: 49.53, 49.32,  1.15
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_003_S_5187_MR_Axial_T2-FSE_with_Fat_Sat__br_raw_20130916105348608_17_S200888_I390299.nii.gzConfidences:  5.12, 92.23,  2.65
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_012_S_4094_MR_MPRAGE_br_raw_20111010130404859_148_S124904_I260301.nii.gzConfidences: 49.36, 47.01,  3.63
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_941_S_4187_MR_MPRAGE_br_raw_20111129163930852_7_S131234_I269113.nii.gzConfidences: 51.35, 47.72,  0.92
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_057_S_5199_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130531121315943_22_S191050_I374734.nii.gzConfidences:  8.57, 80.10, 11.33
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0300_MR_Axial_PD_T2_FSE__br_raw_20080520133518362_1_S50399_I106253.nii.gzConfidences:  6.19,  0.10, 93.71
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_012_S_0689_MR_MPRAGE_br_raw_20070727165421156_55_S36500_I62542.nii.gzConfidences: 91.08,  3.03,  5.89
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_4966_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20131020123658186_12_S204285_I395118.nii.gzConfidences:  3.69, 92.05,  4.26
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0289_MR_Axial_PD_T2_FSE__br_raw_20060313144252187_1_S12109_I11848.nii.gzConfidences: 11.52,  0.06, 88.42
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_010_S_4135_MR_MPRAGE_br_raw_20110727182214824_55_S116397_I247207.nii.gzConfidences: 80.68, 13.08,  6.24
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_5058_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130715155019358_6_S194989_I380538.nii.gzConfidences:  4.32, 91.77,  3.91
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0989_MR_Axial_PD_T2_FSE__br_raw_20081222152731500_19_S61080_I132117.nii.gzConfidences:  7.77,  0.34, 91.89
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_1184_MR_Axial_PD_T2_FSE__br_raw_20070124102148067_1_S25462_I37349.nii.gzConfidences: 15.51,  0.37, 84.12
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_013_S_4768_MR_MPRAGE_br_raw_20120801103027124_3_S158080_I316960.nii.gzConfidences: 83.00, 14.12,  2.88
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_5095_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130521135946834_43_S190199_I373393.nii.gzConfidences: 19.00, 50.85, 30.15
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1397_MR_Axial__STRAIGHT__PD_T2_FSE_br_raw_20070427161704522_1_S31010_I51787.nii.gzConfidences: 16.40,  0.96, 82.63
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_130_S_4982_MR_MPRAGE_br_raw_20121023145728820_6_S171800_I341787.nii.gzConfidences: 66.03, 31.71,  2.26
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_4896_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130206145925631_21_S181640_I358175.nii.gzConfidences:  5.65, 88.07,  6.28
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_011_S_0856_MR_MPRAGE_br_raw_20070330083435364_1_S29108_I47529.nii.gzConfidences: 90.44,  6.70,  2.86
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_037_S_0588_MR_FSE_PD_T2__br_raw_20080617160208137_1_S51716_I109830.nii.gzConfidences:  0.26,  0.00, 99.74
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_116_S_0834_MR_FSE_PD_T2__br_raw_20061002115817687_3_S19569_I25469.nii.gzConfidences:  1.76,  0.01, 98.23
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_114_S_0410_MR_MPRAGE_br_raw_20070423140609230_95_S30132_I49966.nii.gzConfidences: 87.27,  6.73,  5.99
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_011_S_2274_MR_MPRAGE_br_raw_20110204092059559_173_S98923_I215813.nii.gzConfidences: 58.95, 39.95,  1.10
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_023_S_0331_MR_MPRAGE_br_raw_20060324083913796_1_S12428_I12373.nii.gzConfidences: 79.52, 17.85,  2.64
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_116_S_1249_MR_FSE_PD_T2__br_raw_20070208112343796_1_S26085_I38469.nii.gzConfidences:  2.62,  0.08, 97.30
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_020_S_4920_MR_MPRAGE_br_raw_20121221094956230_109_S178485_I352681.nii.gzConfidences: 62.34, 35.81,  1.85
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_0256_MR_Axial_PD_T2_FSE__br_raw_20060322111353004_1_S12356_I12249.nii.gzConfidences: 14.02,  0.05, 85.93
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_0485_MR_Axial_PD_T2_FSE__br_raw_20071106160144501_1_S42308_I80990.nii.gzConfidences: 10.42,  0.24, 89.34
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_020_S_1288_MR_MPRAGE_br_raw_20090327205547015_98_S65197_I140028.nii.gzConfidences: 55.43, 43.82,  0.75
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_032_S_0147_MR____________MPRAGE__br_raw_20060927180549924_1_S19428_I25240.nii.gzConfidences: 62.38, 36.67,  0.95
